Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
Apartment,59 m²,2.0,4th ,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,,1-11 months,15 April 2024,12.000 kr.,500 kr.,12.000 kr.,12.000 kr.,36.500 kr.,20/03/2024,5427187,"Tomsgårdsvej, 2400 København, København NV  - 4th floor"
Room,23 m²,1.0,1st ,No,No,No,Yes,No,Yes,Yes,Yes,Not specified,Yes,Not specified,Yes,,Unlimited,As soon as possible,2.590 kr.,2.590 kr.,7.770 kr.,2.590 kr.,15.540 kr.,20/03/2024,5427189,"Persillehaven, 2730 København, Herlev  - 1st floor"
Room,12 m²,1.0,Ground floor,No,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,-,Unlimited,1 May 2024,3.600 kr.,0 kr.,10.800 kr.,0 kr.,14.400 kr.,20/03/2024,5427177,"H.P. Ørums Gade, 2100 København, København Ø  - Ground floor"
Room,12 m²,1.0,-,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,-,1-11 months,As soon as possible,5.275 kr.,250 kr.,5.275 kr.,5.275 kr.,16.075 kr.,20/03/2024,5427127,"Gothersgade, 1123 København, København K "
Apartment,42 m²,1.0,1st ,No,No,No,Yes,No,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.144 kr.,895 kr.,0 kr.,0 kr.,5.039 kr.,20/03/2024,5427229,"Gemmas Alle, 2770 København, Kastrup  - 1st floor"
Apartment,68 m²,2.0,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12.500 kr.,800 kr.,37.500 kr.,12.500 kr.,63.300 kr.,20/03/2024,5323787,"Else Alfelts Vej, 2300 København, København S  - 2nd floor"
Apartment,108 m²,3.0,2nd ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 June 2024,20.700 kr.,825 kr.,62.100 kr.,0 kr.,83.625 kr.,20/03/2024,5427226,"Mariendalsvej, 2000 København, Frederiksberg  - 2nd floor"
Apartment,51 m²,2.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,15 April 2024,6.719 kr.,600 kr.,20.157 kr.,6.719 kr.,34.195 kr.,20/03/2024,5363899,"Brønshøjgårdvej, 2700 København, Brønshøj  - 1st floor"
Townhouse,118 m²,5.0,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,14.750 kr.,0 kr.,44.250 kr.,14.750 kr.,73.750 kr.,20/03/2024,5427208,"Lækrogen, 2620 København, Albertslund "
Apartment,176 m²,4.0,2nd ,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,25.700 kr.,1.850 kr.,77.100 kr.,77.100 kr.,181.750 kr.,20/03/2024,5399185,"Studiestræde, 1455 København, København K  - 2nd floor"
Townhouse,119 m²,5.0,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,15.470 kr.,0 kr.,46.410 kr.,15.470 kr.,77.350 kr.,20/03/2024,5427205,"Promenaden, 2625 København, Vallensbæk "
Apartment,105 m²,2.0,2nd ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,24+ months,1 May 2024,15.900 kr.,900 kr.,47.700 kr.,0 kr.,64.500 kr.,20/03/2024,5223610,"Islands Brygge, 2300 København, København S  - 2nd floor"
Townhouse,279 m²,7.0,-,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,24+ months,1 June 2024,68.000 kr.,3.500 kr.,204.000 kr.,204.000 kr.,479.500 kr.,20/03/2024,5427203,"Galionsvej, 1437 København, København K "
Townhouse,127 m²,5.0,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,15.240 kr.,0 kr.,45.720 kr.,15.240 kr.,76.200 kr.,20/03/2024,5306190,"Lækrogen, 2620 København, Albertslund "
Apartment,220 m²,5.0,2nd ,No,Yes,No,Not specified,Not specified,Not specified,Yes,Not specified,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,35.000 kr.,1.500 kr.,105.000 kr.,70.000 kr.,211.500 kr.,20/03/2024,5427202,"Østerbrogade, 2100 København, København Ø  - 2nd floor"
Apartment,82 m²,3.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.400 kr.,900 kr.,34.200 kr.,11.400 kr.,57.900 kr.,20/03/2024,5427201,"Jens Kofoeds Gade, 2630 København, Taastrup  - 3rd floor"
Apartment,67 m²,2.0,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 December 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,20/03/2024,5427200,"Jens Kofoeds Gade, 2630 København, Taastrup  - 2nd floor"
Room,12 m²,1.0,4th ,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,1-11 months,1 May 2024,5.800 kr.,700 kr.,6.500 kr.,0 kr.,13.000 kr.,20/03/2024,5427025,"Sigynsgade, 2200 København, København N  - 4th floor"
Apartment,23 m²,1.0,2nd ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,2 June 2024,7.000 kr.,300 kr.,21.000 kr.,7.000 kr.,35.300 kr.,20/03/2024,5266082,"C.F. Richs Vej, 2000 København, Frederiksberg  - 2nd floor"
Apartment,90 m²,3.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,13.500 kr.,1.000 kr.,40.500 kr.,13.500 kr.,68.500 kr.,20/03/2024,5427188,"Robert Jacobsens Vej, 2300 København, København S  - 3rd floor"
Apartment,100 m²,3.0,4th ,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,19.200 kr.,1.250 kr.,57.600 kr.,57.600 kr.,135.650 kr.,20/03/2024,5399181,"Studiestræde, 1455 København, København K  - 4th floor"
Apartment,103 m²,3.0,4th ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Not specified,Yes,No,Not specified,Not specified,-,Unlimited,1 July 2024,16.150 kr.,1.100 kr.,48.450 kr.,16.150 kr.,81.850 kr.,20/03/2024,3282977,"Dieselvej, 2450 København, København SV  - 4th floor"
Apartment,81 m²,3.0,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,13.905 kr.,850 kr.,41.715 kr.,13.905 kr.,70.375 kr.,20/03/2024,5427174,"Richard Mortensens Vej, 2300 København, København S  - 1st floor"
Apartment,84 m²,3.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,11.500 kr.,950 kr.,34.500 kr.,11.500 kr.,58.450 kr.,20/03/2024,5427170,"Jens Kofoeds Gade, 2630 København, Taastrup  - 3rd floor"
Apartment,76 m²,3.0,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,11.400 kr.,995 kr.,34.200 kr.,11.400 kr.,57.995 kr.,20/03/2024,5427162,"Kirkebjerg Tværvej, 2605 København, Brøndby  - 2nd floor"
Apartment,105 m²,4.0,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,1 May 2024,13.900 kr.,1.150 kr.,41.700 kr.,0 kr.,56.750 kr.,20/03/2024,5427135,"Amperestien, 2605 København, Brøndby  - 1st floor"
Apartment,38 m²,1.0,5th ,No,No,No,Yes,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,12-23 months,As soon as possible,7.000 kr.,0 kr.,21.000 kr.,0 kr.,28.000 kr.,20/03/2024,5260418,"Bagsværd Hovedgade, 2880 København, Bagsværd  - 5th floor"
Room,28 m²,1.0,-,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,12-23 months,1 June 2024,7.000 kr.,0 kr.,7.000 kr.,0 kr.,14.000 kr.,20/03/2024,5404608,"Sømarksvej, 2900 København, Hellerup "
Apartment,61 m²,2.0,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,10.900 kr.,1.000 kr.,32.700 kr.,10.900 kr.,55.500 kr.,20/03/2024,5427099,"Sømose Hegn, 2750 København, Ballerup  - 2nd floor"
Apartment,116 m²,3.0,2nd ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,1-11 months,1 May 2024,25.000 kr.,1.000 kr.,25.000 kr.,25.000 kr.,76.000 kr.,20/03/2024,5426503,"Islands Brygge, 2300 København, København S  - 2nd floor"
Townhouse,120 m²,4.0,-,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,1-11 months,1 July 2024,16.000 kr.,0 kr.,16.000 kr.,16.000 kr.,48.000 kr.,20/03/2024,5417730,"Rugtoften, 2880 København, Bagsværd "
Apartment,69 m²,3.0,3rd ,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,1-11 months,1 July 2024,20.000 kr.,0 kr.,10.000 kr.,0 kr.,30.000 kr.,20/03/2024,5198465,"Jagtvej, 2200 København, København N  - 3rd floor"
Apartment,98 m²,4.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,13.500 kr.,1.200 kr.,40.500 kr.,13.500 kr.,68.700 kr.,20/03/2024,5398516,"Postgrunden, 2750 København, Ballerup  - 2nd floor"
Room,15 m²,1.0,3rd ,Yes,No,No,Yes,No,No,No,No,No,No,No,No,-,1-11 months,As soon as possible,6.000 kr.,0 kr.,6.000 kr.,0 kr.,12.000 kr.,20/03/2024,5143534,"Amagerbrogade, 2300 København, København S  - 3rd floor"
Apartment,36 m²,1.0,Ground floor,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,12-23 months,15 April 2024,12.792 kr.,575 kr.,38.376 kr.,38.376 kr.,90.119 kr.,20/03/2024,5427001,"Midtermolen, 2100 København, København Ø  - Ground floor"
Apartment,87 m²,2.0,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Not specified,Yes,Not specified,,Unlimited,As soon as possible,11.900 kr.,800 kr.,35.700 kr.,11.900 kr.,60.300 kr.,20/03/2024,5427067,"Gammel Køge Landevej, 2650 København, Hvidovre  - 2nd floor"
Room,13 m²,1.0,Ground floor,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,24+ months,1 May 2024,6.250 kr.,500 kr.,18.000 kr.,0 kr.,24.750 kr.,19/03/2024,5416891,"C.F. Møllers Allé, 2300 København, København S  - Ground floor"
Apartment,101 m²,3.0,4th ,No,No,Yes,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,22.500 kr.,1.500 kr.,67.500 kr.,22.500 kr.,114.000 kr.,19/03/2024,5426987,"Åbenrå, 1124 København, København K  - 4th floor"
Apartment,110 m²,3.0,2nd ,No,No,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,15 April 2024,15.000 kr.,1.100 kr.,45.000 kr.,15.000 kr.,76.100 kr.,19/03/2024,5348875,"Lyngby Hovedgade, 2800 København, Kongens Lyngby  - 2nd floor"
Apartment,25 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426983,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,146 m²,4.0,1st ,No,No,No,Yes,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,1 July 2024,29.500 kr.,1.400 kr.,88.500 kr.,29.500 kr.,148.900 kr.,19/03/2024,5426973,"Klerkegade, 1308 København, København K  - 1st floor"
Apartment,101 m²,4.0,1st ,Yes,No,No,Yes,No,No,Yes,No,Not specified,Not specified,No,Not specified,-,12-23 months,1 June 2024,19.000 kr.,,57.000 kr.,0 kr.,76.000 kr.,19/03/2024,5426968,"Helsinkigade, 2150 København, Nordhavn  - 1st floor"
Apartment,29 m²,1.0,1st ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7.800 kr.,750 kr.,23.400 kr.,7.800 kr.,39.750 kr.,19/03/2024,5263699,"Vanløse Allé, 2720 København, Vanløse  - 1st floor"
Room,17 m²,1.0,2nd ,Yes,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,5.900 kr.,0 kr.,5.900 kr.,5.900 kr.,17.700 kr.,19/03/2024,4416805,"Applebys Plads, 1411 København, København K  - 2nd floor"
Apartment,55 m²,2.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,12.300 kr.,550 kr.,36.900 kr.,12.300 kr.,62.050 kr.,19/03/2024,5199883,"Dea Trier Mørchs Vej, 2300 København, København S  - 3rd floor"
Apartment,74 m²,2.0,6th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.100 kr.,850 kr.,33.300 kr.,11.100 kr.,56.350 kr.,19/03/2024,5426965,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 6th floor"
Apartment,118 m²,4.0,2nd ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,1 May 2024,15.000 kr.,0 kr.,45.000 kr.,15.000 kr.,75.000 kr.,19/03/2024,5426899,"Nørrebrogade, 2200 København, København N  - 2nd floor"
Apartment,71 m²,2.0,1st ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 July 2024,13.950 kr.,600 kr.,41.850 kr.,13.950 kr.,70.350 kr.,19/03/2024,5247951,"Lindgreens Allé, 2300 København, København S  - 1st floor"
Townhouse,84 m²,3.0,-,No,No,Yes,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,13.950 kr.,1.200 kr.,41.850 kr.,13.950 kr.,70.950 kr.,19/03/2024,4765152,"Langkildevej, 2650 København, Hvidovre "
Apartment,135 m²,4.0,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,21.500 kr.,1.550 kr.,64.500 kr.,0 kr.,87.550 kr.,19/03/2024,5426950,"Ved Stigbordene, 2450 København, København SV  - 1st floor"
Apartment,84 m²,3.0,1st ,No,No,Yes,Yes,Yes,Not specified,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,12.595 kr.,900 kr.,37.785 kr.,,51.280 kr.,19/03/2024,5426947,"Aage Knudsens Strøg, 2610 København, Rødovre  - 1st floor"
Apartment,31 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,8.600 kr.,300 kr.,17.200 kr.,17.200 kr.,43.300 kr.,19/03/2024,5255925,"Stadens Vænge, 2100 København, København Ø  - 3rd floor"
Room,16 m²,1.0,1st ,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,5.761 kr.,0 kr.,17.283 kr.,0 kr.,23.044 kr.,19/03/2024,5299443,"Buddinge Hovedgade, 2860 København, Søborg  - 1st floor"
Apartment,118 m²,4.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,1 June 2024,25.000 kr.,2.000 kr.,75.000 kr.,0 kr.,102.000 kr.,19/03/2024,5426940,"Hellerupvej, 2900 København, Hellerup  - 1st floor"
Apartment,101 m²,3.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 May 2024,14.500 kr.,1.100 kr.,43.500 kr.,14.500 kr.,73.600 kr.,19/03/2024,5426939,"Elstarvej, 2500 København, Valby  - Ground floor"
Apartment,83 m²,3.0,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 May 2024,13.900 kr.,800 kr.,41.700 kr.,13.900 kr.,70.300 kr.,19/03/2024,5246115,"Gyngemose Parkvej, 2860 København, Søborg  - Ground floor"
Apartment,98 m²,4.0,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 May 2024,14.900 kr.,800 kr.,44.700 kr.,14.900 kr.,75.300 kr.,19/03/2024,4598112,"Gyngemose Parkvej, 2860 København, Søborg  - 4th floor"
Apartment,27 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426931,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,27 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426930,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,27 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426929,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,27 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,400 kr.,18.000 kr.,6.000 kr.,30.400 kr.,19/03/2024,5426928,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,23 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426927,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,23 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426926,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,23 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426925,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,24 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426923,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,24 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426922,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,24 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426921,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,23 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426920,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,22 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426919,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,22 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426918,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,24 m²,1.0,3rd ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426917,"Firskovvej, 2800 København, Kongens Lyngby  - 3rd floor"
Apartment,25 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426916,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,23 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426915,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,23 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426914,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,24 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426913,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,23 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426912,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,22 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426911,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,22 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426910,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,24 m²,1.0,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,,Unlimited,As soon as possible,5.750 kr.,400 kr.,17.250 kr.,5.750 kr.,29.150 kr.,19/03/2024,5426909,"Firskovvej, 2800 København, Kongens Lyngby  - 4th floor"
Apartment,109 m²,4.0,1st ,No,No,Yes,Yes,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,16.600 kr.,1.300 kr.,49.800 kr.,16.600 kr.,84.300 kr.,19/03/2024,5426907,"A.C. Meyers Vænge, 2450 København, København SV  - 1st floor"
Apartment,110 m²,4.0,3rd ,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,18.950 kr.,1.300 kr.,56.850 kr.,18.950 kr.,96.050 kr.,19/03/2024,5426905,"Alliancevej, 2450 København, København SV  - 3rd floor"
Apartment,66 m²,2.0,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,Not specified,Yes,Yes,Not specified,Yes,-,Unlimited,15 April 2024,14.200 kr.,800 kr.,42.600 kr.,14.200 kr.,71.800 kr.,19/03/2024,4775157,"Amager Strandvej, 2300 København, København S  - 1st floor"
Apartment,85 m²,3.0,4th ,No,No,Yes,Yes,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,16.300 kr.,1.000 kr.,48.900 kr.,16.300 kr.,82.500 kr.,19/03/2024,5426904,"Lergravsvej, 2300 København, København S  - 4th floor"
Apartment,100 m²,4.0,7th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 May 2024,20.500 kr.,1.150 kr.,61.500 kr.,20.500 kr.,103.650 kr.,19/03/2024,5426895,"Faste Batteri Vej, 2300 København, København S  - 7th floor"
House,52 m²,3.0,-,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,11.495 kr.,1.500 kr.,32.985 kr.,32.985 kr.,78.965 kr.,19/03/2024,5261740,"Kallerupvej, 2640 København, Hedehusene "
House,115 m²,4.0,-,No,Yes,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,13.495 kr.,1.500 kr.,40.485 kr.,40.485 kr.,95.965 kr.,19/03/2024,5261739,"Kallerupvej, 2640 København, Hedehusene "
Room,9 m²,1.0,1st ,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,,1-11 months,1 May 2024,3.500 kr.,0 kr.,7.000 kr.,0 kr.,10.500 kr.,19/03/2024,5398068,"H.C. Andersens Boulevard, 1553 København, København V  - 1st floor"
Apartment,36 m²,1.0,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,14 May 2024,7.300 kr.,850 kr.,21.900 kr.,7.300 kr.,37.350 kr.,19/03/2024,5426883,"Kobbelvænget, 2700 København, Brønshøj  - 1st floor"
Apartment,31 m²,1.0,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,7.300 kr.,850 kr.,21.900 kr.,7.300 kr.,37.350 kr.,19/03/2024,5426882,"Kobbelvænget, 2700 København, Brønshøj  - 1st floor"
Apartment,76 m²,3.0,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,11.400 kr.,850 kr.,34.200 kr.,11.400 kr.,57.850 kr.,19/03/2024,5426881,"Mejsevangen, 2635 København, Ishøj  - 2nd floor"
Apartment,76 m²,3.0,7th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,11.995 kr.,850 kr.,35.985 kr.,11.995 kr.,60.825 kr.,19/03/2024,5322548,"Mejsevangen, 2635 København, Ishøj  - 7th floor"
Townhouse,109 m²,4.0,-,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,14.500 kr.,1.250 kr.,43.500 kr.,14.500 kr.,73.750 kr.,19/03/2024,5282540,"Mejsevangen, 2635 København, Ishøj "
