Property Type,Size(m²),Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress,district
Apartment,81,2,2,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,1 May 2024,15500,,46500,46500,108500,12/03/2024,5259064,"Kronprinsessegade, 1306 København, København K  - 2nd floor",København K
Apartment,175,5,4,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,1-11 months,1 May 2024,20000,,60000,,80000,12/03/2024,5346398,"Strandboulevarden, 2100 København, København Ø  - 4th floor",København Ø
Room,18,1,2,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,1-11 months,1 June 2024,6000,0,6000,6000,18000,12/03/2024,5267808,"Rådmandsgade, 2200 København, København N  - 2nd floor",København N
Apartment,87,3,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,12300,950,36900,0,50150,12/03/2024,5425536,"Voltvej, 2605 København, Brøndby  - 4th floor",Brøndby
Apartment,73,2,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,10700,850,32100,0,43650,12/03/2024,5425535,"Amperestien, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,75,1,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 April 2024,12950,877,38850,12950,65627,12/03/2024,5425534,"Valby Maskinfabriksvej, 2500 København, Valby  - Ground floor",Valby
Apartment,102,4,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,17300,1100,51900,17300,87600,12/03/2024,5425530,"Faste Batteri Vej, 2300 København, København S  - 3rd floor",København S
Apartment,67,2,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,14 May 2024,9950,800,29850,9950,50550,12/03/2024,5425529,"Mejsevangen, 2635 København, Ishøj  - Ground floor",Ishøj
Room,12,1,1,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,No,,12-23 months,1 May 2024,8500,0,8500,8500,25500,12/03/2024,5423358,"Rolfsvej, 2000 København, Frederiksberg  - 1st floor",Frederiksberg
Apartment,140,5,3,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,20708,1100,62124,62124,146056,12/03/2024,5425524,"C.F. Richs Vej, 2000 København, Frederiksberg  - 3rd floor",Frederiksberg
Townhouse,117,4,0,No,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,18750,1250,56250,18750,95000,12/03/2024,5425523,"Ved Amagerbanen, 2300 København, København S ",København S
Apartment,30,1,1,No,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 May 2024,6750,300,20250,6750,34050,12/03/2024,5425521,"A.F. Beyers Vej, 2720 København, Vanløse  - 1st floor",Vanløse
Apartment,124,3,3,No,Yes,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 May 2024,18500,3060,55500,18500,95560,12/03/2024,5424751,"Nørrebrogade, 2200 København, København N  - 3rd floor",København N
Apartment,83,3,5,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,27 March 2024,11900,600,35700,11900,60100,12/03/2024,5349750,"Østbrovej, 2600 København, Glostrup  - 5th floor",Glostrup
Apartment,97,3,0,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,30 April 2024,16200,1700,48600,16200,82700,12/03/2024,5425514,"Ben Websters Vej, 2450 København, København SV ",København SV
Apartment,114,4,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 June 2024,17900,1000,53700,17900,90500,12/03/2024,5293505,"Montagehalsvej, 2500 København, Valby  - 1st floor",Valby
Apartment,102,4,4,No,Yes,Yes,Yes,Yes,Not specified,Yes,Yes,Yes,Not specified,Not specified,Not specified,,Unlimited,1 May 2024,17600,1000,52800,17600,89000,12/03/2024,4142458,"Montagehalsvej, 2500 København, Valby  - 4th floor",Valby
Apartment,134,5,3,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,16750,1400,50250,50250,118650,12/03/2024,4089135,"Frederiksborgvej, 2400 København, København NV  - 3rd floor",København NV
Apartment,58,2,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,12800,600,38400,12800,64600,12/03/2024,5273698,"Nadine Gordimers Vej, 2300 København, København S  - 1st floor",København S
House,100,3,0,No,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,Unlimited,1 April 2024,14200,500,42600,14200,71500,12/03/2024,5259418,"Fredensgade, 2200 København, København N ",København N
Apartment,100,3,0,No,No,No,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,No,Not specified,No,,Unlimited,As soon as possible,14000,0,30000,36000,80000,12/03/2024,4537862,"Katrinedalsvej, 2720 København, Vanløse  - Ground floor",Vanløse
Room,22,1,4,Yes,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,1-11 months,As soon as possible,10200,0,20400,0,30600,12/03/2024,5425434,"Vesterbrogade, 1620 København, København V  - 4th floor",København V
Apartment,32,1,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,7300,500,21900,7300,37000,12/03/2024,5425433,"Kobbelvænget, 2700 København, Brønshøj  - 1st floor",Brønshøj
Apartment,114,4,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,18900,1150,56700,18900,95650,12/03/2024,5323081,"Amager Strandvej, 2300 København, København S  - 1st floor",København S
Room,7,1,0,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,As soon as possible,3000,0,5000,0,8000,12/03/2024,5425347,"Brohusgade, 2200 København, København N  - Ground floor",København N
Apartment,41,1,4,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,15 June 2024,10600,600,31800,10600,53600,12/03/2024,5345822,"Vanløse Torv, 2720 København, Vanløse  - 4th floor",Vanløse
Apartment,88,3,3,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 June 2024,14950,900,44850,14950,75650,12/03/2024,5289301,"Lindgreens Allé, 2300 København, København S  - 3rd floor",København S
Apartment,114,3,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,17900,1100,53700,17900,90600,12/03/2024,5403325,"Hummeltoftevej, 2830 København, Virum  - 4th floor",Virum
Room,10,1,0,Yes,Yes,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 April 2024,6400,180,6400,6400,19380,12/03/2024,4925509,"Blegdamsvej, 2100 København, København Ø ",København Ø
Apartment,47,1,0,No,No,No,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,5693,550,17079,17079,40401,12/03/2024,4459988,"Rødager Alle, 2610 København, Rødovre  - Ground floor",Rødovre
Apartment,131,5,1,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Not specified,Not specified,,Unlimited,1 July 2024,15900,1000,47700,47700,112300,12/03/2024,5318781,"Dorphs Alle, 2630 København, Taastrup  - 1st floor",Taastrup
Apartment,30,1,2,No,No,No,Yes,No,Yes,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,15 May 2024,5668,175,17004,5668,28515,12/03/2024,5425330,"Molestien, 2450 København, København SV  - 2nd floor",København SV
Apartment,80,2,0,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,15 May 2024,16000,1000,48000,0,65000,11/03/2024,5425345,"Klaksvigsgade, 2300 København, København S  - Ground floor",København S
Apartment,113,3,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 May 2024,14700,1000,14700,0,30400,11/03/2024,5304417,"Vallensbæk Stationstorv, 2665 København, Vallensbæk Strand  - 4th floor",Vallensbæk Strand
Apartment,86,2,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 April 2024,13000,800,13000,0,26800,11/03/2024,5338078,"Vallensbæk Stationstorv, 2665 København, Vallensbæk Strand  - 2nd floor",Vallensbæk Strand
Apartment,158,3,5,No,No,No,Yes,No,No,No,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 April 2024,28995,1400,86985,28995,146375,11/03/2024,5425328,"Frederiksholms Kanal, 1220 København, København K  - 5th floor",København K
Apartment,57,2,1,No,No,No,No,Yes,No,No,No,Yes,Not specified,Not specified,Not specified,-,12-23 months,15 April 2024,8850,550,8850,26550,44800,11/03/2024,5425323,"Esberns Alle, 2860 København, Søborg  - 1st floor",Søborg
Apartment,68,2,0,No,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,8900,800,26700,0,36400,11/03/2024,5424875,"Solgårdsvej, 2942 København, Skodsborg  - Ground floor",Skodsborg
Room,20,1,1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,,12-23 months,As soon as possible,4800,0,9600,0,14400,11/03/2024,5335859,"Brogårdsvej, 2820 København, Gentofte  - 1st floor",Gentofte
Apartment,79,3,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,12150,900,36450,12150,61650,11/03/2024,5425299,"Frøstjernestræde, 2640 København, Hedehusene  - Ground floor",Hedehusene
Apartment,91,3,1,No,No,No,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,17700,1000,53100,53100,124900,11/03/2024,5330594,"Skelmosevej, 2500 København, Valby  - 1st floor",Valby
Apartment,58,2,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Not specified,Not specified,,1-11 months,19 August 2024,7500,0,7500,0,15000,11/03/2024,5424890,"Enghavevej, 2450 København, København SV  - Ground floor",København SV
Apartment,137,4,4,No,Yes,No,Not specified,Not specified,Not specified,Yes,Not specified,Yes,Yes,No,Yes,-,Unlimited,1 April 2024,22200,1000,66600,44400,134200,11/03/2024,5425263,"Willemoesgade, 2100 København, København Ø  - 4th floor",København Ø
Apartment,62,2,6,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12900,650,38700,12900,65150,11/03/2024,5425261,"Martha Christensens Vej, 2300 København, København S  - 6th floor",København S
Apartment,63,2,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12400,650,37200,12400,62650,11/03/2024,5425259,"Martha Christensens Vej, 2300 København, København S  - 4th floor",København S
Apartment,58,2,12,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13200,600,39600,13200,66600,11/03/2024,5425258,"Ørestads Boulevard, 2300 København, København S  - 12th floor",København S
Apartment,74,2,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,14450,600,43350,14450,72850,11/03/2024,5425247,"Amager Strandvej, 2300 København, København S  - 4th floor",København S
Apartment,93,2,0,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,24+ months,1 May 2024,12997,1100,38991,38991,92079,11/03/2024,5424981,"Øresunds Boulevard, 2300 København, København S ",København S
Apartment,61,2,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10000,800,10000,10000,30800,11/03/2024,5425239,"Baneleddet, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,85,4,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,12900,1200,12900,12900,39900,11/03/2024,5425238,"Baneleddet, 2605 København, Brøndby  - 1st floor",Brøndby
Apartment,60,2,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10100,800,10100,10100,31100,11/03/2024,5425237,"Baneleddet, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,79,3,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,11900,1000,11900,11900,36700,11/03/2024,5425236,"Baneleddet, 2605 København, Brøndby  - 4th floor",Brøndby
Apartment,58,2,8,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12700,,38100,12700,63500,11/03/2024,5425231,"Ørestads Boulevard, 2300 København, København S  - 8th floor",København S
Apartment,80,3,6,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13800,850,41400,13800,69850,11/03/2024,5425230,"Ørestads Boulevard, 2300 København, København S  - 6th floor",København S
Apartment,31,1,5,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,8450,400,25350,8450,42650,11/03/2024,5425229,"Henriette Crones Gade, 2450 København, København SV  - 5th floor",København SV
Apartment,31,1,1,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7750,400,23250,7750,39150,11/03/2024,5425228,"Henriette Crones Gade, 2450 København, København SV  - 1st floor",København SV
Apartment,83,3,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11400,950,34200,11400,57950,11/03/2024,5425227,"Spættevangen, 2635 København, Ishøj  - 1st floor",Ishøj
Apartment,55,2,0,Yes,No,No,No,No,No,No,No,No,No,Not specified,Not specified,,1-11 months,1 April 2024,10690,810,23000,10690,45190,11/03/2024,5424954,"Langdraget, 2720 København, Vanløse  - Ground floor",Vanløse
Apartment,82,3,4,Yes,No,No,No,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,1-11 months,1 April 2024,15000,,30000,,45000,11/03/2024,5425216,"Korsørgade, 2100 København, København Ø  - 4th floor",København Ø
Apartment,45,1,1,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,9800,550,29400,9800,49550,11/03/2024,5425208,"Irlandsvej, 2300 København, København S  - 1st floor",København S
Apartment,88,3,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12600,950,37800,12600,63950,11/03/2024,5425207,"Baltorpvej, 2750 København, Ballerup  - 2nd floor",Ballerup
Apartment,77,3,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11300,850,33900,11300,57350,11/03/2024,5425206,"Spættevangen, 2635 København, Ishøj  - 2nd floor",Ishøj
Apartment,113,4,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,13700,1300,41100,13700,69800,11/03/2024,5425205,"Spættevangen, 2635 København, Ishøj  - 3rd floor",Ishøj
Apartment,77,3,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11400,850,34200,11400,57850,11/03/2024,5425204,"Spættevangen, 2635 København, Ishøj  - 3rd floor",Ishøj
Apartment,80,2,1,No,No,No,No,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,30 April 2024,10400,,31200,10400,52000,11/03/2024,5425200,"Nordmarks Alle, 2620 København, Albertslund  - 1st floor",Albertslund
Apartment,27,1,4,Yes,No,No,Yes,No,Yes,No,No,Yes,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,8000,300,16000,8000,32300,11/03/2024,5425182,"Holger Danskes Vej, 2000 København, Frederiksberg  - 4th floor",Frederiksberg
Apartment,60,2,2,Yes,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,,1-11 months,1 May 2024,10263,0,10263,10263,30789,11/03/2024,5424979,"Holmbladsgade, 2300 København, København S  - 2nd floor",København S
Room,10,1,1,No,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,-,Unlimited,As soon as possible,4500,0,13500,0,18000,11/03/2024,5299303,"Arnesvej, 2700 København, Brønshøj  - 1st floor",Brønshøj
Room,9,1,2,Yes,Yes,No,No,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,1-11 months,1 May 2024,4920,710,12630,4910,23170,11/03/2024,5290364,"Kronprinsessegade, 1306 København, København K  - 2nd floor",København K
Apartment,88,3,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12600,950,36900,12600,63050,11/03/2024,5425181,"Baltorpvej, 2750 København, Ballerup  - 2nd floor",Ballerup
Apartment,88,3,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12600,950,37800,12600,63950,11/03/2024,5425180,"Baltorpvej, 2750 København, Ballerup  - 2nd floor",Ballerup
Apartment,98,4,6,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,30 April 2024,15100,800,45300,15100,76300,11/03/2024,5316917,"Gyngemose Parkvej, 2860 København, Søborg  - 6th floor",Søborg
Apartment,57,2,9,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,11200,700,33600,11200,56700,11/03/2024,5425179,"Hørkær, 2730 København, Herlev  - 9th floor",Herlev
Apartment,90,4,6,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,13600,1000,40800,13600,69000,11/03/2024,5425178,"Hørkær, 2730 København, Herlev  - 6th floor",Herlev
Apartment,80,2,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,16900,1000,50700,16900,85500,11/03/2024,5289700,"Islands Brygge, 2300 København, København S  - 4th floor",København S
Apartment,71,2,5,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11100,850,33300,11100,56350,11/03/2024,5425176,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 5th floor",Taastrup
Apartment,79,4,5,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,14 May 2024,14095,700,42285,14095,71175,11/03/2024,5425173,"Robert Jacobsens Vej, 2300 København, København S  - 5th floor",København S
Apartment,95,3,2,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,31 May 2024,15900,1000,47700,15900,80500,11/03/2024,5425171,"Ernie Wilkins Vej, 2450 København, København SV  - 2nd floor",København SV
Apartment,69,3,6,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,31 May 2024,13775,700,41325,13775,69575,11/03/2024,5425168,"Robert Jacobsens Vej, 2300 København, København S  - 6th floor",København S
Apartment,105,3,1,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,14850,1210,44550,14850,75460,11/03/2024,5425167,"Irmavej, 2610 København, Rødovre  - 1st floor",Rødovre
Apartment,77,3,1,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,14 April 2024,11250,850,33750,11250,57100,11/03/2024,5425165,"Lautruphøj, 2750 København, Ballerup  - 1st floor",Ballerup
Apartment,78,3,0,No,Yes,No,No,Yes,No,Yes,No,Not specified,Yes,Not specified,Not specified,,12-23 months,1 April 2024,10500,700,31500,10500,53200,11/03/2024,5424922,"Hyacintvej, 2300 København, København S  - Ground floor",København S
Room,18,1,3,Yes,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,1-11 months,As soon as possible,7100,0,14200,0,21300,11/03/2024,5425163,"Vesterbrogade, 1620 København, København V  - 3rd floor",København V
Apartment,89,3,0,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,1-11 months,1 May 2024,13000,800,26000,0,39800,11/03/2024,5411266,"Kronprinsesse Sofies Vej, 2000 København, Frederiksberg  - Ground floor",Frederiksberg
Apartment,70,2,0,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12100,750,36300,12100,61250,11/03/2024,5425107,"Bellidavej, 2500 København, Valby  - Ground floor",Valby
Apartment,66,2,0,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11900,750,35700,11900,60250,11/03/2024,5425106,"Bellidavej, 2500 København, Valby  - Ground floor",Valby
Apartment,70,2,1,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12000,750,36000,12000,60750,11/03/2024,5425105,"Bellidavej, 2500 København, Valby  - 1st floor",Valby
Apartment,55,2,1,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11600,600,34800,11600,58600,11/03/2024,5425103,"Bellidavej, 2500 København, Valby  - 1st floor",Valby
Apartment,66,2,2,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11900,750,35700,11900,60250,11/03/2024,5425100,"Bellidavej, 2500 København, Valby  - 2nd floor",Valby
Apartment,55,2,2,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11700,600,35100,11700,59100,11/03/2024,5425099,"Bellidavej, 2500 København, Valby  - 2nd floor",Valby
Apartment,58,2,2,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12000,650,36000,12000,60650,11/03/2024,5425098,"Bellidavej, 2500 København, Valby  - 2nd floor",Valby
Apartment,55,2,3,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11800,600,35400,11800,59600,11/03/2024,5425096,"Bellidavej, 2500 København, Valby  - 3rd floor",Valby
